[id][cost,state,father_id,action,depth,h,value]
[4953][183,(68, 73),4951,S,145,57,240.0]
[4961][184,(68, 74),4953,E,146,56,240.0]
[4964][185,(68, 75),4961,E,147,55,240.0]
[4966][186,(68, 76),4964,E,148,54,240.0]
[4967][187,(68, 77),4966,E,149,53,240.0]
[4969][188,(68, 78),4967,E,150,52,240.0]
[4972][189,(69, 78),4969,S,151,51,240.0]
[4981][190,(70, 78),4972,S,152,50,240.0]
[4998][191,(70, 79),4981,E,153,49,240.0]
[5003][192,(71, 79),4998,S,154,48,240.0]
[5012][193,(71, 80),5003,E,155,47,240.0]
[5014][194,(72, 80),5012,S,156,46,240.0]
[5034][195,(72, 81),5014,E,157,45,240.0]
[5037][196,(72, 82),5034,E,158,44,240.0]
[5040][198,(73, 82),5037,S,159,43,241.0]
[5306][199,(73, 83),5040,E,160,42,241.0]
[5308][200,(73, 84),5306,E,161,41,241.0]
[5310][203,(74, 84),5308,S,162,40,243.0]
[5867][204,(74, 85),5310,E,163,39,243.0]
[5869][205,(75, 85),5867,S,164,38,243.0]
[5882][206,(76, 85),5869,S,165,37,243.0]
[5893][208,(77, 85),5882,S,166,36,244.0]
[6134][209,(78, 85),5893,S,167,35,244.0]
[6144][210,(79, 85),6134,S,168,34,244.0]
[6154][211,(80, 85),6144,S,169,33,244.0]
[6164][213,(81, 85),6154,S,170,32,245.0]
[6410][214,(82, 85),6164,S,171,31,245.0]
[6431][217,(83, 85),6410,S,172,30,247.0]
[7033][218,(84, 85),6431,S,173,29,247.0]
[7051][219,(85, 85),7033,S,174,28,247.0]
[7059][222,(85, 86),7051,E,175,27,249.0]
[7691][224,(86, 86),7059,S,176,26,250.0]
[8127][225,(87, 86),7691,S,177,25,250.0]
[8141][226,(87, 87),8127,E,178,24,250.0]
[8144][227,(88, 87),8141,S,179,23,250.0]
[8154][230,(88, 88),8144,E,180,22,252.0]
[8722][231,(89, 88),8154,S,181,21,252.0]
[8731][233,(89, 89),8722,E,182,20,253.0]
[8952][234,(89, 90),8731,E,183,19,253.0]
[8953][235,(89, 91),8952,E,184,18,253.0]
[8955][236,(89, 92),8953,E,185,17,253.0]
[8957][237,(89, 93),8955,E,186,16,253.0]
[8958][238,(89, 94),8957,E,187,15,253.0]
[8961][239,(90, 94),8958,S,188,14,253.0]
[8970][240,(90, 95),8961,E,189,13,253.0]
[8974][241,(91, 95),8970,S,190,12,253.0]
[8981][243,(92, 95),8974,S,191,11,254.0]
[9200][244,(93, 95),8981,S,192,10,254.0]
[9211][245,(93, 96),9200,E,193,9,254.0]
[9215][246,(94, 96),9211,S,194,8,254.0]
[9233][247,(95, 96),9215,S,195,7,254.0]
[9246][248,(96, 96),9233,S,196,6,254.0]
[9252][249,(97, 96),9246,S,197,5,254.0]
[9260][250,(97, 97),9252,E,198,4,254.0]
[9263][251,(98, 97),9260,S,199,3,254.0]
[9276][252,(99, 97),9263,S,200,2,254.0]
[9281][253,(99, 98),9276,E,201,1,254.0]
[9283][257,(99, 99),9281,E,202,0,257.0]
